deltaM;channel;partialWidth;fpi
8.0000E+00;~H+ -> ne,E,~X;4.6763E-09;0
8.0000E+00;~H+ -> nm,M,~X;4.6722E-09;0
8.0000E+00;~H+ -> ne,E,~H3;4.3919E-09;0
8.0000E+00;~H+ -> nm,M,~H3;4.3880E-09;0
8.0000E+00;~H+ -> nl,L,~X;3.6888E-09;0
8.0000E+00;~H+ -> nl,L,~H3;3.4439E-09;0
8.0000E+00;~H+ -> ~X,pi+;1.8175E-10;1
8.0000E+00;total;7.8944E-08;-1
8.0500E+00;~H+ -> u,D,~X;1.4472E-08;0
8.0500E+00;~H+ -> c,S,~X;1.4095E-08;0
8.0500E+00;~H+ -> u,D,~H3;1.3597E-08;0
8.0500E+00;~H+ -> c,S,~H3;1.3234E-08;0
8.0500E+00;~H+ -> ne,E,~X;4.8239E-09;0
8.0500E+00;~H+ -> nm,M,~X;4.8198E-09;0
8.0500E+00;~H+ -> ne,E,~H3;4.5324E-09;0
8.0500E+00;~H+ -> nm,M,~H3;4.5284E-09;0
8.0500E+00;~H+ -> nl,L,~X;3.8163E-09;0
8.0500E+00;~H+ -> nl,L,~H3;3.5647E-09;0
8.0500E+00;~H+ -> ~X,pi+;1.8515E-10;1
8.0500E+00;total;8.1483E-08;-1
8.1000E+00;~H+ -> u,D,~X;1.4926E-08;0
8.1000E+00;~H+ -> c,S,~X;1.4542E-08;0
8.1000E+00;~H+ -> u,D,~H3;1.4029E-08;0
8.1000E+00;~H+ -> c,S,~H3;1.3659E-08;0
8.1000E+00;~H+ -> ne,E,~X;4.9752E-09;0
8.1000E+00;~H+ -> nm,M,~X;4.9710E-09;0
8.1000E+00;~H+ -> ne,E,~H3;4.6763E-09;0
8.1000E+00;~H+ -> nm,M,~H3;4.6723E-09;0
8.1000E+00;~H+ -> nl,L,~X;3.9472E-09;0
8.1000E+00;~H+ -> nl,L,~H3;3.6888E-09;0
8.1000E+00;~H+ -> ~X,pi+;1.8860E-10;1
8.1000E+00;total;8.4086E-08;-1
8.1500E+00;~H+ -> u,D,~X;1.5391E-08;0
8.1500E+00;~H+ -> c,S,~X;1.5000E-08;0
8.1500E+00;~H+ -> u,D,~H3;1.4472E-08;0
8.1500E+00;~H+ -> c,S,~H3;1.4095E-08;0
8.1500E+00;~H+ -> ne,E,~X;5.1303E-09;0
8.1500E+00;~H+ -> nm,M,~X;5.1260E-09;0
8.1500E+00;~H+ -> ne,E,~H3;4.8239E-09;0
8.1500E+00;~H+ -> nm,M,~H3;4.8198E-09;0
8.1500E+00;~H+ -> nl,L,~X;4.0816E-09;0
8.1500E+00;~H+ -> nl,L,~H3;3.8163E-09;0
8.1500E+00;~H+ -> ~X,pi+;1.9209E-10;1
8.1500E+00;total;8.6755E-08;-1
8.2000E+00;~H+ -> u,D,~X;1.5868E-08;0
8.2000E+00;~H+ -> c,S,~X;1.5469E-08;0
8.2000E+00;~H+ -> u,D,~H3;1.4926E-08;0
8.2000E+00;~H+ -> c,S,~H3;1.4542E-08;0
8.2000E+00;~H+ -> ne,E,~X;5.2892E-09;0
8.2000E+00;~H+ -> nm,M,~X;5.2848E-09;0
8.2000E+00;~H+ -> ne,E,~H3;4.9753E-09;0
8.2000E+00;~H+ -> nm,M,~H3;4.9710E-09;0
8.2000E+00;~H+ -> nl,L,~X;4.2196E-09;0
8.2000E+00;~H+ -> nl,L,~H3;3.9472E-09;0
8.2000E+00;~H+ -> ~X,pi+;1.9561E-10;1
8.2000E+00;total;8.9491E-08;-1
8.2500E+00;~H+ -> u,D,~X;1.6356E-08;0
8.2500E+00;~H+ -> c,S,~X;1.5950E-08;0
8.2500E+00;~H+ -> u,D,~H3;1.5391E-08;0
8.2500E+00;~H+ -> c,S,~H3;1.5000E-08;0
8.2500E+00;~H+ -> ne,E,~X;5.4521E-09;0
8.2500E+00;~H+ -> nm,M,~X;5.4476E-09;0
8.2500E+00;~H+ -> ne,E,~H3;5.1303E-09;0
8.2500E+00;~H+ -> nm,M,~H3;5.1260E-09;0
8.2500E+00;~H+ -> nl,L,~X;4.3612E-09;0
8.2500E+00;~H+ -> nl,L,~H3;4.0816E-09;0
8.2500E+00;~H+ -> ~X,pi+;1.9919E-10;1
8.2500E+00;total;9.2296E-08;-1
8.3000E+00;~H+ -> u,D,~X;1.6856E-08;0
8.3000E+00;~H+ -> c,S,~X;1.6443E-08;0
8.3000E+00;~H+ -> u,D,~H3;1.5868E-08;0
8.3000E+00;~H+ -> c,S,~H3;1.5469E-08;0
8.3000E+00;~H+ -> ne,E,~X;5.6189E-09;0
8.3000E+00;~H+ -> nm,M,~X;5.6143E-09;0
8.3000E+00;~H+ -> ne,E,~H3;5.2893E-09;0
8.3000E+00;~H+ -> nm,M,~H3;5.2849E-09;0
8.3000E+00;~H+ -> nl,L,~X;4.5066E-09;0
8.3000E+00;~H+ -> nl,L,~H3;4.2196E-09;0
8.3000E+00;~H+ -> ~X,pi+;2.0280E-10;1
8.3000E+00;total;9.5170E-08;-1
8.3500E+00;~H+ -> u,D,~X;1.7369E-08;0
8.3500E+00;~H+ -> c,S,~X;1.6948E-08;0
8.3500E+00;~H+ -> u,D,~H3;1.6356E-08;0
8.3500E+00;~H+ -> c,S,~H3;1.5950E-08;0
8.3500E+00;~H+ -> ne,E,~X;5.7898E-09;0
8.3500E+00;~H+ -> nm,M,~X;5.7851E-09;0
8.3500E+00;~H+ -> ne,E,~H3;5.4521E-09;0
8.3500E+00;~H+ -> nm,M,~H3;5.4476E-09;0
8.3500E+00;~H+ -> nl,L,~X;4.6557E-09;0
8.3500E+00;~H+ -> nl,L,~H3;4.3613E-09;0
8.3500E+00;~H+ -> ~X,pi+;2.0646E-10;1
8.3500E+00;total;9.8116E-08;-1
8.4000E+00;~H+ -> u,D,~X;1.7894E-08;0
8.4000E+00;~H+ -> c,S,~X;1.7466E-08;0
8.4000E+00;~H+ -> u,D,~H3;1.6857E-08;0
8.4000E+00;~H+ -> c,S,~H3;1.6443E-08;0
8.4000E+00;~H+ -> ne,E,~X;5.9648E-09;0
8.4000E+00;~H+ -> nm,M,~X;5.9600E-09;0
8.4000E+00;~H+ -> ne,E,~H3;5.6189E-09;0
8.4000E+00;~H+ -> nm,M,~H3;5.6144E-09;0
8.4000E+00;~H+ -> nl,L,~X;4.8087E-09;0
8.4000E+00;~H+ -> nl,L,~H3;4.5066E-09;0
8.4000E+00;~H+ -> ~X,pi+;2.1016E-10;1
8.4000E+00;total;1.0113E-07;-1
8.4500E+00;~H+ -> u,D,~X;1.8432E-08;0
8.4500E+00;~H+ -> c,S,~X;1.7996E-08;0
8.4500E+00;~H+ -> u,D,~H3;1.7369E-08;0
8.4500E+00;~H+ -> c,S,~H3;1.6948E-08;0
8.4500E+00;~H+ -> ne,E,~X;6.1440E-09;0
8.4500E+00;~H+ -> nm,M,~X;6.1392E-09;0
8.4500E+00;~H+ -> ne,E,~H3;5.7898E-09;0
8.4500E+00;~H+ -> nm,M,~H3;5.7852E-09;0
8.4500E+00;~H+ -> nl,L,~X;4.9656E-09;0
8.4500E+00;~H+ -> nl,L,~H3;4.6557E-09;0
8.4500E+00;~H+ -> ~X,pi+;2.1390E-10;1
8.4500E+00;total;1.0422E-07;-1
8.5000E+00;~H+ -> u,D,~X;1.8982E-08;0
8.5000E+00;~H+ -> c,S,~X;1.8538E-08;0
8.5000E+00;~H+ -> u,D,~H3;1.7894E-08;0
8.5000E+00;~H+ -> c,S,~H3;1.7466E-08;0
8.5000E+00;~H+ -> ne,E,~X;6.3275E-09;0
8.5000E+00;~H+ -> nm,M,~X;6.3226E-09;0
8.5000E+00;~H+ -> ne,E,~H3;5.9648E-09;0
8.5000E+00;~H+ -> nm,M,~H3;5.9601E-09;0
8.5000E+00;~H+ -> nl,L,~X;5.1265E-09;0
8.5000E+00;~H+ -> nl,L,~H3;4.8087E-09;0
8.5000E+00;~H+ -> ~X,pi+;2.1769E-10;1
8.5000E+00;total;1.0739E-07;-1
8.5500E+00;~H+ -> u,D,~X;1.9546E-08;0
8.5500E+00;~H+ -> c,S,~X;1.9094E-08;0
8.5500E+00;~H+ -> u,D,~H3;1.8432E-08;0
8.5500E+00;~H+ -> c,S,~H3;1.7996E-08;0
8.5500E+00;~H+ -> ne,E,~X;6.5153E-09;0
8.5500E+00;~H+ -> nm,M,~X;6.5103E-09;0
8.5500E+00;~H+ -> ne,E,~H3;6.1440E-09;0
8.5500E+00;~H+ -> nm,M,~H3;6.1392E-09;0
8.5500E+00;~H+ -> nl,L,~X;5.2914E-09;0
8.5500E+00;~H+ -> nl,L,~H3;4.9656E-09;0
8.5500E+00;~H+ -> ~X,pi+;2.2152E-10;1
8.5500E+00;total;1.1063E-07;-1
8.6000E+00;~H+ -> u,D,~X;2.0123E-08;0
8.6000E+00;~H+ -> c,S,~X;1.9663E-08;0
8.6000E+00;~H+ -> u,D,~H3;1.8982E-08;0
8.6000E+00;~H+ -> c,S,~H3;1.8538E-08;0
8.6000E+00;~H+ -> ne,E,~X;6.7076E-09;0
8.6000E+00;~H+ -> nm,M,~X;6.7025E-09;0
8.6000E+00;~H+ -> ne,E,~H3;6.3275E-09;0
8.6000E+00;~H+ -> nm,M,~H3;6.3226E-09;0
8.6000E+00;~H+ -> nl,L,~X;5.4605E-09;0
8.6000E+00;~H+ -> nl,L,~H3;5.1265E-09;0
8.6000E+00;~H+ -> ~X,pi+;2.2540E-10;1
8.6000E+00;total;1.1395E-07;-1
8.6500E+00;~H+ -> u,D,~X;2.0713E-08;0
8.6500E+00;~H+ -> c,S,~X;2.0245E-08;0
8.6500E+00;~H+ -> u,D,~H3;1.9546E-08;0
8.6500E+00;~H+ -> c,S,~H3;1.9094E-08;0
8.6500E+00;~H+ -> ne,E,~X;6.9044E-09;0
8.6500E+00;~H+ -> nm,M,~X;6.8992E-09;0
8.6500E+00;~H+ -> ne,E,~H3;6.5154E-09;0
8.6500E+00;~H+ -> nm,M,~H3;6.5104E-09;0
8.6500E+00;~H+ -> nl,L,~X;5.6339E-09;0
8.6500E+00;~H+ -> nl,L,~H3;5.2915E-09;0
8.6500E+00;~H+ -> ~X,pi+;2.2932E-10;1
8.6500E+00;total;1.1735E-07;-1
8.7000E+00;~H+ -> u,D,~X;2.1317E-08;0
8.7000E+00;~H+ -> c,S,~X;2.0841E-08;0
8.7000E+00;~H+ -> u,D,~H3;2.0123E-08;0
8.7000E+00;~H+ -> c,S,~H3;1.9663E-08;0
8.7000E+00;~H+ -> ne,E,~X;7.1058E-09;0
8.7000E+00;~H+ -> nm,M,~X;7.1005E-09;0
8.7000E+00;~H+ -> ne,E,~H3;6.7076E-09;0
8.7000E+00;~H+ -> nm,M,~H3;6.7026E-09;0
8.7000E+00;~H+ -> nl,L,~X;5.8115E-09;0
8.7000E+00;~H+ -> nl,L,~H3;5.4606E-09;0
8.7000E+00;~H+ -> ~X,pi+;2.3329E-10;1
8.7000E+00;total;1.2083E-07;-1
8.7500E+00;~H+ -> u,D,~X;2.1935E-08;0
8.7500E+00;~H+ -> c,S,~X;2.1451E-08;0
8.7500E+00;~H+ -> u,D,~H3;2.0713E-08;0
8.7500E+00;~H+ -> c,S,~H3;2.0245E-08;0
8.7500E+00;~H+ -> ne,E,~X;7.3118E-09;0
8.7500E+00;~H+ -> nm,M,~X;7.3065E-09;0
8.7500E+00;~H+ -> ne,E,~H3;6.9044E-09;0
8.7500E+00;~H+ -> nm,M,~H3;6.8993E-09;0
8.7500E+00;~H+ -> nl,L,~X;5.9936E-09;0
8.7500E+00;~H+ -> nl,L,~H3;5.6339E-09;0
8.7500E+00;~H+ -> ~X,pi+;2.3730E-10;1
8.7500E+00;total;1.2439E-07;-1
8.8000E+00;~H+ -> u,D,~X;2.2568E-08;0
8.8000E+00;~H+ -> c,S,~X;2.2075E-08;0
8.8000E+00;~H+ -> u,D,~H3;2.1317E-08;0
8.8000E+00;~H+ -> c,S,~H3;2.0841E-08;0
8.8000E+00;~H+ -> ne,E,~X;7.5226E-09;0
8.8000E+00;~H+ -> nm,M,~X;7.5172E-09;0
8.8000E+00;~H+ -> ne,E,~H3;7.1058E-09;0
8.8000E+00;~H+ -> nm,M,~H3;7.1005E-09;0
8.8000E+00;~H+ -> nl,L,~X;6.1801E-09;0
8.8000E+00;~H+ -> nl,L,~H3;5.8116E-09;0
8.8000E+00;~H+ -> ~X,pi+;2.4135E-10;1
8.8000E+00;total;1.2804E-07;-1
8.8500E+00;~H+ -> u,D,~X;2.3214E-08;0
8.8500E+00;~H+ -> c,S,~X;2.2713E-08;0
8.8500E+00;~H+ -> u,D,~H3;2.1935E-08;0
8.8500E+00;~H+ -> c,S,~H3;2.1451E-08;0
8.8500E+00;~H+ -> ne,E,~X;7.7382E-09;0
8.8500E+00;~H+ -> nm,M,~X;7.7327E-09;0
8.8500E+00;~H+ -> ne,E,~H3;7.3119E-09;0
8.8500E+00;~H+ -> nm,M,~H3;7.3065E-09;0
8.8500E+00;~H+ -> nl,L,~X;6.3711E-09;0
8.8500E+00;~H+ -> nl,L,~H3;5.9936E-09;0
8.8500E+00;~H+ -> ~X,pi+;2.4545E-10;1
8.8500E+00;total;1.3177E-07;-1
8.9000E+00;~H+ -> u,D,~X;2.3876E-08;0
8.9000E+00;~H+ -> c,S,~X;2.3366E-08;0
8.9000E+00;~H+ -> u,D,~H3;2.2568E-08;0
8.9000E+00;~H+ -> c,S,~H3;2.2075E-08;0
8.9000E+00;~H+ -> ne,E,~X;7.9588E-09;0
8.9000E+00;~H+ -> nm,M,~X;7.9532E-09;0
8.9000E+00;~H+ -> ne,E,~H3;7.5227E-09;0
8.9000E+00;~H+ -> nm,M,~H3;7.5172E-09;0
8.9000E+00;~H+ -> nl,L,~X;6.5667E-09;0
8.9000E+00;~H+ -> nl,L,~H3;6.1801E-09;0
8.9000E+00;~H+ -> ~X,pi+;2.4960E-10;1
8.9000E+00;total;1.3558E-07;-1
8.9500E+00;~H+ -> u,D,~X;2.4553E-08;0
8.9500E+00;~H+ -> c,S,~X;2.4034E-08;0
8.9500E+00;~H+ -> u,D,~H3;2.3215E-08;0
8.9500E+00;~H+ -> c,S,~H3;2.2713E-08;0
8.9500E+00;~H+ -> ne,E,~X;8.1843E-09;0
8.9500E+00;~H+ -> nm,M,~X;8.1786E-09;0
8.9500E+00;~H+ -> ne,E,~H3;7.7383E-09;0
8.9500E+00;~H+ -> nm,M,~H3;7.7327E-09;0
8.9500E+00;~H+ -> nl,L,~X;6.7671E-09;0
8.9500E+00;~H+ -> nl,L,~H3;6.3711E-09;0
8.9500E+00;~H+ -> ~X,pi+;2.5380E-10;1
8.9500E+00;total;1.3949E-07;-1
9.0000E+00;~H+ -> u,D,~X;2.5245E-08;0
9.0000E+00;~H+ -> c,S,~X;2.4717E-08;0
9.0000E+00;~H+ -> u,D,~H3;2.3876E-08;0
9.0000E+00;~H+ -> c,S,~H3;2.3366E-08;0
9.0000E+00;~H+ -> ne,E,~X;8.4149E-09;0
9.0000E+00;~H+ -> nm,M,~X;8.4091E-09;0
9.0000E+00;~H+ -> ne,E,~H3;7.9588E-09;0
9.0000E+00;~H+ -> nm,M,~H3;7.9532E-09;0
9.0000E+00;~H+ -> nl,L,~X;6.9722E-09;0
9.0000E+00;~H+ -> nl,L,~H3;6.5668E-09;0
9.0000E+00;~H+ -> ~X,pi+;2.5804E-10;1
9.0000E+00;total;1.4348E-07;-1
9.0500E+00;~H+ -> u,D,~X;2.5952E-08;0
9.0500E+00;~H+ -> c,S,~X;2.5415E-08;0
9.0500E+00;~H+ -> u,D,~H3;2.4553E-08;0
9.0500E+00;~H+ -> c,S,~H3;2.4034E-08;0
9.0500E+00;~H+ -> ne,E,~X;8.6507E-09;0
9.0500E+00;~H+ -> nm,M,~X;8.6448E-09;0
9.0500E+00;~H+ -> ne,E,~H3;8.1844E-09;0
9.0500E+00;~H+ -> nm,M,~H3;8.1786E-09;0
9.0500E+00;~H+ -> nl,L,~X;7.1822E-09;0
9.0500E+00;~H+ -> nl,L,~H3;6.7671E-09;0
9.0500E+00;~H+ -> ~X,pi+;2.6232E-10;1
9.0500E+00;total;1.4756E-07;-1
9.1000E+00;~H+ -> u,D,~X;2.6675E-08;0
9.1000E+00;~H+ -> c,S,~X;2.6130E-08;0
9.1000E+00;~H+ -> u,D,~H3;2.5245E-08;0
9.1000E+00;~H+ -> c,S,~H3;2.4717E-08;0
9.1000E+00;~H+ -> ne,E,~X;8.8918E-09;0
9.1000E+00;~H+ -> nm,M,~X;8.8858E-09;0
9.1000E+00;~H+ -> ne,E,~H3;8.4150E-09;0
9.1000E+00;~H+ -> nm,M,~H3;8.4092E-09;0
9.1000E+00;~H+ -> nl,L,~X;7.3972E-09;0
9.1000E+00;~H+ -> nl,L,~H3;6.9723E-09;0
9.1000E+00;~H+ -> ~X,pi+;2.6666E-10;1
9.1000E+00;total;1.5174E-07;-1
9.1500E+00;~H+ -> u,D,~X;2.7414E-08;0
9.1500E+00;~H+ -> c,S,~X;2.6860E-08;0
9.1500E+00;~H+ -> u,D,~H3;2.5952E-08;0
9.1500E+00;~H+ -> c,S,~H3;2.5416E-08;0
9.1500E+00;~H+ -> ne,E,~X;9.1382E-09;0
9.1500E+00;~H+ -> nm,M,~X;9.1320E-09;0
9.1500E+00;~H+ -> ne,E,~H3;8.6508E-09;0
9.1500E+00;~H+ -> nm,M,~H3;8.6449E-09;0
9.1500E+00;~H+ -> nl,L,~X;7.6172E-09;0
9.1500E+00;~H+ -> nl,L,~H3;7.1823E-09;0
9.1500E+00;~H+ -> ~X,pi+;2.7104E-10;1
9.1500E+00;total;1.5601E-07;-1
9.2000E+00;~H+ -> u,D,~X;2.8170E-08;0
9.2000E+00;~H+ -> c,S,~X;2.7606E-08;0
9.2000E+00;~H+ -> u,D,~H3;2.6675E-08;0
9.2000E+00;~H+ -> c,S,~H3;2.6130E-08;0
9.2000E+00;~H+ -> ne,E,~X;9.3900E-09;0
9.2000E+00;~H+ -> nm,M,~X;9.3838E-09;0
9.2000E+00;~H+ -> ne,E,~H3;8.8918E-09;0
9.2000E+00;~H+ -> nm,M,~H3;8.8858E-09;0
9.2000E+00;~H+ -> nl,L,~X;7.8423E-09;0
9.2000E+00;~H+ -> nl,L,~H3;7.3972E-09;0
9.2000E+00;~H+ -> ~X,pi+;2.7546E-10;1
9.2000E+00;total;1.6037E-07;-1
9.2500E+00;~H+ -> u,D,~X;2.8942E-08;0
9.2500E+00;~H+ -> c,S,~X;2.8369E-08;0
9.2500E+00;~H+ -> u,D,~H3;2.7414E-08;0
9.2500E+00;~H+ -> c,S,~H3;2.6860E-08;0
9.2500E+00;~H+ -> ne,E,~X;9.6473E-09;0
9.2500E+00;~H+ -> nm,M,~X;9.6410E-09;0
9.2500E+00;~H+ -> ne,E,~H3;9.1382E-09;0
9.2500E+00;~H+ -> nm,M,~H3;9.1321E-09;0
9.2500E+00;~H+ -> nl,L,~X;8.0727E-09;0
9.2500E+00;~H+ -> nl,L,~H3;7.6172E-09;0
9.2500E+00;~H+ -> ~X,pi+;2.7994E-10;1
9.2500E+00;total;1.6483E-07;-1
9.3000E+00;~H+ -> u,D,~X;2.9731E-08;0
9.3000E+00;~H+ -> c,S,~X;2.9148E-08;0
9.3000E+00;~H+ -> u,D,~H3;2.8170E-08;0
9.3000E+00;~H+ -> c,S,~H3;2.7606E-08;0
9.3000E+00;~H+ -> ne,E,~X;9.9103E-09;0
9.3000E+00;~H+ -> nm,M,~X;9.9038E-09;0
9.3000E+00;~H+ -> ne,E,~H3;9.3900E-09;0
9.3000E+00;~H+ -> nm,M,~H3;9.3838E-09;0
9.3000E+00;~H+ -> nl,L,~X;8.3083E-09;0
9.3000E+00;~H+ -> nl,L,~H3;7.8424E-09;0
9.3000E+00;~H+ -> ~X,pi+;2.8446E-10;1
9.3000E+00;total;1.6939E-07;-1
9.3500E+00;~H+ -> u,D,~X;3.0536E-08;0
9.3500E+00;~H+ -> c,S,~X;2.9945E-08;0
9.3500E+00;~H+ -> u,D,~H3;2.8942E-08;0
9.3500E+00;~H+ -> c,S,~H3;2.8369E-08;0
9.3500E+00;~H+ -> ne,E,~X;1.0179E-08;0
9.3500E+00;~H+ -> nm,M,~X;1.0172E-08;0
9.3500E+00;~H+ -> ne,E,~H3;9.6474E-09;0
9.3500E+00;~H+ -> nm,M,~H3;9.6410E-09;0
9.3500E+00;~H+ -> nl,L,~X;8.5493E-09;0
9.3500E+00;~H+ -> nl,L,~H3;8.0727E-09;0
9.3500E+00;~H+ -> ~X,pi+;2.8903E-10;1
9.3500E+00;total;1.7405E-07;-1
9.4000E+00;~H+ -> u,D,~X;3.1360E-08;0
9.4000E+00;~H+ -> c,S,~X;3.0758E-08;0
9.4000E+00;~H+ -> u,D,~H3;2.9731E-08;0
9.4000E+00;~H+ -> c,S,~H3;2.9148E-08;0
9.4000E+00;~H+ -> ne,E,~X;1.0453E-08;0
9.4000E+00;~H+ -> nm,M,~X;1.0447E-08;0
9.4000E+00;~H+ -> ne,E,~H3;9.9103E-09;0
9.4000E+00;~H+ -> nm,M,~H3;9.9039E-09;0
9.4000E+00;~H+ -> nl,L,~X;8.7959E-09;0
9.4000E+00;~H+ -> nl,L,~H3;8.3083E-09;0
9.4000E+00;~H+ -> ~X,pi+;2.9365E-10;1
9.4000E+00;total;1.7882E-07;-1
9.4500E+00;~H+ -> u,D,~X;3.2201E-08;0
9.4500E+00;~H+ -> c,S,~X;3.1590E-08;0
9.4500E+00;~H+ -> u,D,~H3;3.0537E-08;0
9.4500E+00;~H+ -> c,S,~H3;2.9945E-08;0
9.4500E+00;~H+ -> ne,E,~X;1.0734E-08;0
9.4500E+00;~H+ -> nm,M,~X;1.0727E-08;0
9.4500E+00;~H+ -> ne,E,~H3;1.0179E-08;0
9.4500E+00;~H+ -> nm,M,~H3;1.0172E-08;0
9.4500E+00;~H+ -> nl,L,~X;9.0479E-09;0
9.4500E+00;~H+ -> nl,L,~H3;8.5494E-09;0
9.4500E+00;~H+ -> ~X,pi+;2.9832E-10;1
9.4500E+00;total;1.8368E-07;-1
9.5000E+00;~H+ -> u,D,~X;3.3060E-08;0
9.5000E+00;~H+ -> c,S,~X;3.2439E-08;0
9.5000E+00;~H+ -> u,D,~H3;3.1360E-08;0
9.5000E+00;~H+ -> c,S,~H3;3.0758E-08;0
9.5000E+00;~H+ -> ne,E,~X;1.1020E-08;0
9.5000E+00;~H+ -> nm,M,~X;1.1013E-08;0
9.5000E+00;~H+ -> ne,E,~H3;1.0453E-08;0
9.5000E+00;~H+ -> nm,M,~H3;1.0447E-08;0
9.5000E+00;~H+ -> nl,L,~X;9.3057E-09;0
9.5000E+00;~H+ -> nl,L,~H3;8.7959E-09;0
9.5000E+00;~H+ -> ~X,pi+;3.0304E-10;1
9.5000E+00;total;1.8865E-07;-1
9.5500E+00;~H+ -> u,D,~X;3.3937E-08;0
9.5500E+00;~H+ -> c,S,~X;3.3306E-08;0
9.5500E+00;~H+ -> u,D,~H3;3.2201E-08;0
9.5500E+00;~H+ -> c,S,~H3;3.1590E-08;0
9.5500E+00;~H+ -> ne,E,~X;1.1312E-08;0
9.5500E+00;~H+ -> nm,M,~X;1.1305E-08;0
9.5500E+00;~H+ -> ne,E,~H3;1.0734E-08;0
9.5500E+00;~H+ -> nm,M,~H3;1.0727E-08;0
9.5500E+00;~H+ -> nl,L,~X;9.5692E-09;0
9.5500E+00;~H+ -> nl,L,~H3;9.0480E-09;0
9.5500E+00;~H+ -> ~X,pi+;3.0780E-10;1
9.5500E+00;total;1.9373E-07;-1
9.6000E+00;~H+ -> u,D,~X;3.4832E-08;0
9.6000E+00;~H+ -> c,S,~X;3.4192E-08;0
9.6000E+00;~H+ -> u,D,~H3;3.3060E-08;0
9.6000E+00;~H+ -> c,S,~H3;3.2439E-08;0
9.6000E+00;~H+ -> ne,E,~X;1.1611E-08;0
9.6000E+00;~H+ -> nm,M,~X;1.1604E-08;0
9.6000E+00;~H+ -> ne,E,~H3;1.1020E-08;0
9.6000E+00;~H+ -> nm,M,~H3;1.1013E-08;0
9.6000E+00;~H+ -> nl,L,~X;9.8386E-09;0
9.6000E+00;~H+ -> nl,L,~H3;9.3057E-09;0
9.6000E+00;~H+ -> ~X,pi+;3.1262E-10;1
9.6000E+00;total;1.9891E-07;-1
9.6500E+00;~H+ -> u,D,~X;3.5747E-08;0
9.6500E+00;~H+ -> c,S,~X;3.5096E-08;0
9.6500E+00;~H+ -> u,D,~H3;3.3937E-08;0
9.6500E+00;~H+ -> c,S,~H3;3.3306E-08;0
9.6500E+00;~H+ -> ne,E,~X;1.1916E-08;0
9.6500E+00;~H+ -> nm,M,~X;1.1909E-08;0
9.6500E+00;~H+ -> ne,E,~H3;1.1312E-08;0
9.6500E+00;~H+ -> nm,M,~H3;1.1305E-08;0
9.6500E+00;~H+ -> nl,L,~X;1.0114E-08;0
9.6500E+00;~H+ -> nl,L,~H3;9.5693E-09;0
9.6500E+00;~H+ -> ~X,pi+;3.1748E-10;1
9.6500E+00;total;2.0421E-07;-1
9.7000E+00;~H+ -> u,D,~X;3.6680E-08;0
9.7000E+00;~H+ -> c,S,~X;3.6019E-08;0
9.7000E+00;~H+ -> u,D,~H3;3.4833E-08;0
9.7000E+00;~H+ -> c,S,~H3;3.4192E-08;0
9.7000E+00;~H+ -> ne,E,~X;1.2227E-08;0
9.7000E+00;~H+ -> nm,M,~X;1.2220E-08;0
9.7000E+00;~H+ -> ne,E,~H3;1.1611E-08;0
9.7000E+00;~H+ -> nm,M,~H3;1.1604E-08;0
9.7000E+00;~H+ -> nl,L,~X;1.0395E-08;0
9.7000E+00;~H+ -> nl,L,~H3;9.8386E-09;0
9.7000E+00;~H+ -> ~X,pi+;3.2240E-10;1
9.7000E+00;total;2.0962E-07;-1
9.7500E+00;~H+ -> u,D,~X;3.7633E-08;0
9.7500E+00;~H+ -> c,S,~X;3.6962E-08;0
9.7500E+00;~H+ -> u,D,~H3;3.5747E-08;0
9.7500E+00;~H+ -> c,S,~H3;3.5096E-08;0
9.7500E+00;~H+ -> ne,E,~X;1.2545E-08;0
9.7500E+00;~H+ -> nm,M,~X;1.2537E-08;0
9.7500E+00;~H+ -> ne,E,~H3;1.1916E-08;0
9.7500E+00;~H+ -> nm,M,~H3;1.1909E-08;0
9.7500E+00;~H+ -> nl,L,~X;1.0683E-08;0
9.7500E+00;~H+ -> nl,L,~H3;1.0114E-08;0
9.7500E+00;~H+ -> ~X,pi+;3.2736E-10;1
9.7500E+00;total;2.1514E-07;-1
9.8000E+00;~H+ -> u,D,~X;3.8606E-08;0
9.8000E+00;~H+ -> c,S,~X;3.7924E-08;0
9.8000E+00;~H+ -> u,D,~H3;3.6681E-08;0
9.8000E+00;~H+ -> c,S,~H3;3.6019E-08;0
9.8000E+00;~H+ -> ne,E,~X;1.2869E-08;0
9.8000E+00;~H+ -> nm,M,~X;1.2861E-08;0
9.8000E+00;~H+ -> ne,E,~H3;1.2227E-08;0
9.8000E+00;~H+ -> nm,M,~H3;1.2220E-08;0
9.8000E+00;~H+ -> nl,L,~X;1.0977E-08;0
9.8000E+00;~H+ -> nl,L,~H3;1.0395E-08;0
9.8000E+00;~H+ -> ~X,pi+;3.3237E-10;1
9.8000E+00;total;2.2078E-07;-1
9.8500E+00;~H+ -> u,D,~X;3.9599E-08;0
9.8500E+00;~H+ -> c,S,~X;3.8906E-08;0
9.8500E+00;~H+ -> u,D,~H3;3.7634E-08;0
9.8500E+00;~H+ -> c,S,~H3;3.6962E-08;0
9.8500E+00;~H+ -> ne,E,~X;1.3200E-08;0
9.8500E+00;~H+ -> nm,M,~X;1.3192E-08;0
9.8500E+00;~H+ -> ne,E,~H3;1.2545E-08;0
9.8500E+00;~H+ -> nm,M,~H3;1.2537E-08;0
